id,userId,pizza_id,rating
,6,2663,3
,6,11015,4
,6,10667,3
,6,3127,3
,6,2315,4
,6,7883,4
,6,11711,5
,6,7535,4
,6,807,4
,6,4055,3
,6,2315,4
,6,4751,4
,6,3127,1
,6,1039,4
,6,10319,4
,6,10319,4
,6,12755,4
,6,1039,3
,6,5563,3
,6,6839,4
,6,12755,3
,6,5331,5
,6,2779,3
,6,8231,2
,6,5331,4
,6,9275,4
,6,807,4
,6,2315,4
,6,9623,3
,6,2663,1
,6,7187,4
,6,5099,3
,6,3707,5
,6,4751,4
,6,343,3
,6,575,3
,6,6839,3
,6,#REF!,3
,6,11015,4
,6,#REF!,4
,6,5563,4
,6,6027,4
,6,10319,4
,6,4403,3
,6,3707,4
,6,8347,3
,6,11711,5
,6,343,3
,6,9623,3
,6,7535,3
,6,12407,5
,6,4403,3
,6,10667,3
,6,12755,3
,6,2315,3
,6,8347,1
,6,4751,2
,6,5679,3
,6,4403,3
,6,5331,3
,6,2315,3
,6,6143,2
,6,11015,4
,6,575,3
,6,11363,3
,6,10667,3
,6,6027,3
,6,11015,4
,6,9623,3
,6,5331,3
,6,3707,4
,6,6839,4
,6,2315,4
,6,9275,3
,6,4055,2
,6,2315,3
,6,807,4
,6,1851,3
,6,4751,4
,6,6027,5
,6,12407,3
,6,7883,2
,6,343,4
,6,4751,4
,6,575,3
,6,7535,3
,6,11363,3
,6,7187,5
,6,6839,4
,6,4403,3
,6,9971,4
,6,#REF!,3
,6,5679,3
,6,7883,3
,6,9971,5
,6,3707,3
,6,9275,4
,6,5331,5
,6,4751,3
,6,12755,3
,6,3127,3
,6,1503,3
,6,9275,4
,6,11363,3
,6,8347,4
,6,343,4
,6,10319,5
,6,7883,3
,6,6491,4
,6,5331,3
,6,7535,2
,6,2779,3
,6,4751,3
,6,11711,4
,6,3707,3
,6,11363,2
,6,5099,3
,6,575,3
,6,11015,4
,6,11015,3
,6,9623,1
,6,11015,3
,6,6143,5
,6,4055,4
,6,5099,5
,6,7535,4
,6,2663,5
,6,4055,1
,6,6143,4
,6,12755,3
,6,7883,3
,6,8231,5
,6,5795,3
,6,8347,5
,6,1271,4
,6,1503,4
,6,1039,3
,6,#REF!,3
,6,9623,3
,6,6027,3
,6,10667,3
,6,11015,5
,6,2779,5
,6,2779,4
,6,5563,3
,6,5331,4
,6,6839,4
,6,11015,4
,6,2315,5
,6,9623,3
,6,9971,3
,6,575,3
,6,2663,3
,6,1271,4
,6,7187,3
,6,10667,5
,6,5679,3
,6,2779,4
,6,5099,5
,6,6027,4
,6,1271,3
,6,9623,3
,6,11363,5
,6,5795,3
,6,1271,4
,6,7883,3
,6,11015,3
,6,7883,3
,6,1271,3
,6,6491,3
,6,2315,3
,6,6839,4
,6,12059,3
,6,1851,3
,6,11711,3
,6,7883,5
,6,3127,4
,6,4403,3
,6,12755,3
,6,5795,4
,6,4403,3
,6,1851,4
,6,6143,4
,6,9623,3
,6,5679,5
,6,6839,3
,6,2663,3
,6,575,2
,6,12755,4
,6,2779,4
,6,10667,3
,6,8231,4
,6,1503,4
,6,7535,4
,6,5679,5
,6,575,3
,6,9971,3
,6,6491,3
,6,7187,4
,6,6143,3
,6,3707,3
,6,9275,3
,6,12407,5
,6,7883,3
,6,#REF!,3
,6,11363,4
,6,10667,3
,6,1271,3
,6,9275,4
,6,10667,4
,6,9623,3
,6,3127,3
,6,5099,3
,6,1271,3
,6,8347,3
,6,3127,3
,6,9275,3
,6,8347,3
,6,9275,3
,6,5679,4
,6,12755,3
,6,807,2
,6,807,3
,6,7883,3
,6,12059,5
,6,2315,4
,6,12755,3
,6,575,5
,6,1039,5
,6,2779,3
,6,12059,5
,6,6143,3
,6,9971,4
,6,12059,4
,6,5679,5
,6,6027,3
,6,7535,4
,6,9275,3
,6,7187,3
,6,12059,4
,6,8231,5
,6,4751,3
,6,343,4
,6,6839,4
,6,4403,1
,6,5679,4
,6,5331,3
,6,12407,3
,6,8347,3
,6,5331,3
,6,4751,4
,6,3707,3
,6,11015,4
,6,8231,5
,6,1271,3
,6,10319,4
,6,5331,2
,6,12755,5
,6,4403,3
,6,6491,1
,6,2779,3
,6,11711,3
,6,6839,5
,6,6143,5
,6,5563,3
,6,12059,3
,6,6839,3
,6,5679,4
,6,575,3
,6,10319,5
,6,1851,4
,6,7535,3
,6,1503,4
,6,9971,3
,6,3127,3
,6,1271,4
,6,6143,4
,6,5099,3
,6,12407,3
,6,5563,3
,6,2779,3
,6,10319,3
,6,6027,3
,6,8231,3
,6,6491,4
,6,1851,4
,6,9971,4
,6,11015,2
,6,9623,4
,6,807,4
,6,12059,3
,6,11363,5
,6,6027,4
,6,7883,4
,6,1039,3
,6,5679,4
,6,5331,3
,7,1503,4.5
,7,5795,4.5
,7,5099,3
,7,1271,4.5
,7,5563,4
,7,9275,5
,7,2315,5
,7,#REF!,3
,7,11363,5
,7,8231,5
,7,6491,2
,7,4403,3
,7,5679,2.5
,7,5795,3
,7,9275,5
,7,#REF!,3.5
,7,10667,4
,7,6839,4
,7,2663,4.5
,7,6491,3
,7,1271,4
,7,3127,4
,7,1851,1.5
,7,8347,4
,7,1039,4
,7,11711,4
,7,10667,5
,7,6027,4.5
,7,11711,5
,7,7187,1.5
,7,4055,5
,7,12407,3.5
,7,12755,5
,7,10667,4
,7,5563,3
,7,2315,3
,7,2663,0.5
,7,575,4
,7,#REF!,1.5
,7,3127,4.5
,7,11711,5
,7,12755,2
,7,807,3.5
,7,12059,5
,7,807,1.5
,7,1503,3
,7,575,4.5
,7,6839,2
,7,9275,2.5
,7,9275,1.5
,7,5099,3.5
,7,807,4.5
,7,5563,4
,7,5679,4.5
,7,9623,1.5
,7,6027,4.5
,7,3707,1.5
,7,7187,1
,7,12755,3.5
,7,7535,5
,7,3707,4
,7,12407,2.5
,7,4055,3
,7,7535,4
,7,10319,2
,7,8231,2
,7,7535,4
,7,8347,0.5
,7,4055,4.5
,7,8231,1
,7,807,1.5
,7,#REF!,1.5
,7,8347,3
,7,6027,4
,7,12407,4
,7,6027,4
,7,4055,4.5
,7,2779,4.5
,7,11363,3.5
,7,12755,3.5
,7,807,0.5
,7,9275,4
,7,343,3
,7,5679,3
,7,1039,1.5
,7,11711,5
,7,6839,4.5
,7,7883,4.5
,7,6027,4
,7,12059,4.5
,7,6027,4
,7,6143,4
,7,8231,0.5
,7,4751,4.5
,7,5795,4.5
,7,3127,2
,7,9275,4.5
,7,5795,4
,7,7883,3
,7,8231,4
,7,1039,4.5
,7,5563,3.5
,7,11711,2.5
,7,343,2
,7,5099,4.5
,7,#REF!,4.5
,7,11363,3.5
,7,2779,1
,7,6839,1
,7,11015,4.5
,7,11363,1.5
,7,8231,1
,7,8347,3.5
,7,4055,1
,7,3127,4.5
,7,10319,4
,7,6027,4
,7,575,3.5
,7,2779,4
,7,9275,1
,7,2779,2.5
,7,1039,2.5
,7,9971,4
,7,12755,3
,7,1039,3.5
,7,6491,2
,7,575,3.5
,7,2315,2
,7,343,1.5
,7,8231,2
,7,2315,3.5
,7,9971,3.5
,7,4751,1
,7,2315,2
,7,9275,1
,7,1271,3
,7,7535,4.5
,7,2315,3.5
,7,9275,3.5
,7,4055,4.5
,7,1271,4
,7,1039,4.5
,7,2663,1
,7,4055,0.5
,7,12407,1
,7,7187,1
,7,2779,4.5
,7,4403,2.5
,7,2779,4.5
,7,8231,3.5
,7,1851,0.5
,7,5099,3
,8,1039,4
,8,4751,2
,8,11711,4
,8,343,4
,8,1851,3
,8,807,5
,8,12755,3
,8,9971,4
,8,3127,5
,8,9623,3
,8,11363,3
,8,4751,4
,8,2779,2
,8,8231,5
,8,807,4
,8,343,3
,8,6491,4
,8,6027,3
,8,6839,3
,8,12407,3
,8,1039,5
,8,4403,3
,8,12407,3
,8,1503,4
,8,2663,3
,8,8347,5
,8,11015,3
,8,6027,3
,8,6027,5
,8,11015,5
,8,5563,3
,8,#REF!,4
,8,2779,5
,8,10319,1
,8,3127,3
,8,4751,4
,8,1503,3
,8,5563,4
,8,9275,2
,8,12059,5
,8,#REF!,3
,8,4055,3
,8,9623,3
,8,575,5
,8,8347,3
,8,12755,4
,8,807,3
,9,2663,3
,9,4751,3
,9,1271,4
,9,5679,3
,9,5795,3
,9,12059,4
,9,5331,5
,9,12407,2
,9,6491,4
,9,2315,5
,9,1039,5
,9,7187,4
,9,807,2
,9,11711,3
,9,343,4
,9,7535,3
,9,11015,5
,9,5679,3
,9,3707,2
,9,1271,2
,9,11711,3
,9,9275,3
,9,6143,1
,9,#REF!,1
,9,4751,5
,9,5795,4
,9,12059,3
,9,#REF!,4
,9,5795,4
,9,9623,4
,9,10667,5
,9,807,1
,9,3707,1
,9,12059,3
,9,11015,3
,9,12407,4
,9,6491,1
,9,11015,4
,9,7187,5
,9,6839,5
,9,9971,4
,9,1271,1
,9,2663,4
,9,343,2
,9,6027,4
,9,12407,2
,10,1503,1
,10,5795,3.5
,10,6143,4
,10,11015,3.5
,10,7535,4
,10,5099,0.5
,10,6027,3
,10,9623,3
,10,10319,3
,10,6143,3.5
,10,1503,4
,10,1039,0.5
,10,4403,3.5
,10,1503,0.5
,10,343,1
,10,2663,0.5
,10,3707,4
,10,10667,3
,10,343,3.5
,10,4055,4.5
,10,2663,4.5
,10,10319,4
,10,5563,4
,10,5795,3
,10,1039,3.5
,10,575,3
,10,12755,3
,10,7883,4
,10,6143,3
,10,7535,3
,10,10319,3
,10,5795,3.5
,10,6491,4
,10,6839,4
,10,1503,4
,10,#REF!,3
,10,1039,4
,10,6491,4
,10,2779,4.5
,10,2663,3.5
,10,#REF!,4
,10,2315,3.5
,10,10319,5
,10,12407,3.5
,10,2315,5
,10,4055,3.5
,10,12059,3.5
,10,2779,3
,10,10667,5
,10,4055,2.5
,10,5563,3.5
,10,7187,1
,10,4403,3.5
,10,6491,2.5
,10,5563,4.5
,10,10667,3
,10,4055,3
,10,6491,5
,10,5331,3
,10,10667,4
,10,7535,2.5
,10,7535,3
,10,12059,5
,10,2663,5
,10,12059,3
,10,4751,4.5
,10,8231,1.5
,10,9623,3.5
,10,8231,3.5
,10,4403,3
,10,5099,3.5
,10,11711,4.5
,10,8347,2.5
,10,12755,2
,10,4055,3
,10,6839,2
,10,9623,2.5
,10,7187,3.5
,10,807,4.5
,10,5679,0.5
,10,4403,3.5
,10,8231,4
,10,5563,4.5
,10,5679,3
,10,1851,3
,10,807,0.5
,10,6491,5
,10,5563,2.5
,10,12407,3.5
,10,12755,3
,10,7883,3.5
,10,6491,3.5
,10,2779,2.5
,10,807,3
,10,6491,3
,10,575,2
,10,11711,3
,10,9275,5
,10,2315,3.5
,10,12755,2.5
,10,9275,5
,10,6143,3.5
,10,11363,3.5
,10,11015,2
,10,11363,3.5
,10,2663,3
,10,6839,3.5
,10,575,4
,10,3707,3
,10,343,3
,10,3707,5
,10,7883,5
,10,6491,4.5
,10,8231,4
,10,12755,4
,10,9623,3
,10,1851,3.5
,10,12755,5
,10,575,0.5
,10,9275,1
,10,12407,3
,10,5099,4
,10,9971,4
,10,4055,4
,10,9971,2.5
,10,8231,3.5
,10,1039,4.5
,10,12059,1
,10,1503,2
,10,5679,0.5
,10,12407,0.5
,10,2663,4
,10,11711,4
,10,12407,4.5
,10,1503,4
,10,11363,1
,10,5679,3.5
,10,575,5
,10,5679,4
,10,5099,5
,11,3127,5
,11,2315,3
,11,2663,4
,11,12755,2
,11,8231,3
,11,5099,5
,11,3127,5
,11,10667,3
,11,6143,3
,11,11363,4
,11,4751,3
,11,6027,4
,11,7883,4
,11,5563,5
,11,8347,5
,11,6027,3
,11,8231,2
,11,1039,3
,11,1271,4
,11,5331,3
,11,4403,5
,11,8347,3
,11,1039,4
,11,12755,4
,11,11015,3
,11,1851,4
,11,4403,5
,11,10667,4
,11,2315,5
,11,343,4
,11,10667,4
,11,807,4
,11,4751,4
,11,11711,3
,11,6491,5
,11,9623,4
,11,11363,4
,11,1039,3
,11,5795,3
,11,575,1
,11,11711,5
,11,6143,3
,11,5679,4
,11,4055,4
,11,4751,3
,11,3707,5
,11,12755,4
,11,8347,4
,11,2663,4
,11,11711,4
,11,8231,3
,11,11363,3
,11,6143,5
,11,4403,4
,11,3707,5
,11,5563,5
,11,3707,4
,11,5679,2
,11,4751,4
,11,6491,4
,11,10319,4
,11,11015,2
,11,10319,3
,11,9971,5
,12,6491,4
,12,#REF!,5
,12,11015,5
,12,1271,5
,12,11711,4.5
,12,575,3
,12,1039,3.5
,12,575,3.5
,12,9275,4
,12,807,5
,12,9623,4.5
,12,9623,3.5
,12,9275,5
,12,2779,3
,12,4751,5
,12,7883,3.5
,12,1271,5
,12,4403,3.5
,12,5331,3
,12,575,5
,12,3707,5
,12,807,5
,12,5679,4
,12,2315,5
,12,5679,5
,12,5099,4.5
,12,8231,4.5
,12,10319,4
,12,4751,5
,12,1851,5
,12,4403,5
,12,807,5
,13,6027,5
,13,11015,1
,13,4751,3
,13,2315,3
,13,1503,5
,13,12407,4
,13,10319,3
,13,3707,4
,13,4751,4
,13,6839,3
,13,575,3
,13,9275,2
,13,10319,5
,13,3127,4
,13,9623,2
,13,2315,3
,13,5331,5
,13,7883,4
,13,5099,3
,13,11363,4
,13,807,4
,13,12059,4
,13,575,4
,13,7883,4
,13,9971,3
,13,575,4
,13,12407,3
,13,5099,3
,13,12755,5
,13,8347,5
,13,2779,4
,14,6839,3
,14,807,3
,14,1039,1
,14,1503,4
,14,9623,4
,14,#REF!,3
,14,5679,5
,14,#REF!,5
,14,#REF!,3
,14,3707,5
,14,5563,4
,14,1503,2
,14,575,3
,14,9623,3
,14,6027,5
,14,10667,5
,14,12059,4
,14,7535,3
,14,12407,3
,14,2779,5
,14,12407,4
,14,11363,2
,14,5795,3
,14,575,4
,14,575,1
,14,343,4
,14,10319,3
,14,2663,4
,14,3707,4
,14,6491,3
,14,12755,3
,14,10667,4
,14,9971,3
,14,807,3
,14,12407,3
,14,1271,5
,14,2663,3
,14,11711,3
,14,5795,4
,14,4055,3
,14,1271,3
,14,9971,4
,14,8231,3
,14,1039,4
,14,3707,2
,14,6839,4
,14,12407,3
,14,4751,1
,15,12755,2.5
,15,9971,1
,15,11015,3.5
,15,4751,1
,15,12059,1
,15,9623,3
,15,8347,5
,15,6491,3
,15,807,4
,15,5563,5
,15,807,1
,15,575,5
,15,12755,3
,15,5679,5
,15,10319,3
,15,9275,5
,15,12407,2
,15,1039,3.5
,15,10667,2
,15,2663,4
,15,4055,5
,15,5795,4
,15,9623,5
,15,9623,5
,15,2779,5
,15,2779,4
,15,4055,3.5
,15,1503,5
,15,7883,3
,15,2779,3
,15,1271,4.5
,15,6027,2.5
,15,7883,5
,15,12407,5
,15,343,4
,15,6491,3.5
,15,5563,3
,15,11015,1.5
,15,575,5
,15,1039,2.5
,15,5099,4.5
,15,9275,4
,15,9971,3
,15,11711,4
,15,8347,4.5
,15,12755,2.5
,15,4403,5
,15,9623,5
,15,5331,4
,15,3707,5
,15,1039,3.5
,15,10667,4
,15,#REF!,5
,15,3127,1.5
,15,1503,3
,15,8347,4
,15,1039,3
,15,6143,4
,15,5795,3.5
,15,1271,1.5
,15,12059,3
,15,5795,4
,15,5679,5
,15,9623,3.5
,15,1851,3.5
,15,8231,5
,15,7883,4
,15,3127,3
,15,11015,3.5
,15,8347,2
,15,4751,5
,15,10319,3
,15,9971,3.5
,15,2315,3
,15,5795,3.5
,15,9971,3
,15,1039,2.5
,15,8347,3.5
,15,7535,2.5
,15,4403,5
,15,8231,4.5
,15,11363,3
,15,12407,4.5
,15,5331,3
,15,11363,3.5
,15,575,2
,15,7883,2
,15,807,3.5
,15,8347,3
,15,807,4
,15,1271,3
,15,2663,3.5
,15,10667,4
,15,1039,3.5
,15,4403,4
,15,9623,2.5
,15,7535,3
,15,12755,3.5
,15,10319,5
,15,#REF!,4.5
,15,5331,3.5
,15,7883,2
,15,12755,3
,15,1271,2
,15,8347,3
,15,2663,3
,15,4055,4
,15,3127,1
,15,2663,4
,15,6143,3.5
,15,6839,4.5
,15,5099,4
,15,8347,2
,15,7883,4
,15,12755,1.5
,15,11015,4.5
,15,12059,4.5
,15,11015,1.5
,15,575,2
,15,6027,2
,15,8231,2.5
,15,7187,2
,15,6143,5
,15,7187,2
,15,6143,2
,15,8231,1
,15,7883,4
,15,9971,4.5
,15,5331,3
,15,#REF!,5
,15,11015,3
,15,343,3.5
,15,7535,3.5
,15,2663,5
,15,4403,3.5
,16,6491,3.5
,16,10319,4
,16,2315,4.5
,16,6491,2
,16,1851,3
,16,5795,4
,16,9623,3
,16,575,4
,16,8231,4
,16,4403,3.5
,16,4403,4
,16,1271,4.5
,16,8347,3
,16,6143,4.5
,16,2779,4
,16,5331,4
,16,12755,4.5
,16,7187,4
,16,5099,2.5
,16,11015,3.5
,16,9623,3.5
,16,9623,4
,16,5679,3.5
,16,2315,4
,16,8347,4
,16,7883,4
,16,9275,4
,16,575,3.5
,16,6027,2.5
,16,10319,4
,16,#REF!,3
,16,9275,4
,16,6027,3.5
,16,3127,5
,16,5795,3
,16,6027,4
,16,3707,4
,16,4403,4
,16,807,3.5
,16,1271,4
,16,1503,3
,16,8231,4.5
,16,5099,4
,16,7883,4
,16,11015,4
,16,10667,4.5
,16,3707,4
,16,12407,4
,16,2663,4
,16,5795,4
,16,3707,3
,16,4403,4
,16,5331,3.5
,16,10667,3.5
,16,807,3.5
,16,1039,4
,16,11363,3.5
,16,575,3.5
,16,343,1.5
,16,7535,3
,16,#REF!,3.5
,16,12059,3
,16,575,3.5
,16,7535,3.5
,16,7535,3.5
,16,6491,3.5
,16,9275,3.5
,16,7883,4
,16,11015,3.5
,16,2315,4
,16,343,3.5
,16,11015,3.5
,16,7535,4
,16,12407,4
,16,11711,4
,16,6491,3.5
,16,12407,3
,16,343,4.5
,16,807,3.5
,16,5331,4
,16,6027,3.5
,16,1503,4.5
,16,5563,4
,16,6491,3.5
,16,1039,4
,16,#REF!,3.5
,16,3127,3.5
,16,5795,3.5
,16,5563,3.5
,16,7883,4
,16,12407,4
,16,7535,4
,16,11015,4.5
,16,10667,4
,16,2779,4
,16,9275,4.5
,16,9971,3
,16,8231,4.5
,17,9275,4.5
,17,6839,3.5
,17,7187,4
,17,1039,4.5
,17,7883,4.5
,17,807,4
,17,5679,3.5
,17,8231,5
,17,1039,3.5
,17,11015,5
,17,3127,5
,17,7883,5
,17,11015,4.5
,17,3707,4.5
,17,9623,3.5
,17,4055,4.5
,17,#REF!,4.5
,17,9971,4.5
,17,5563,4.5
,17,1503,4.5
,17,4403,4
,17,6027,5
,17,9971,3.5
,17,4055,4
,17,10319,3.5
,17,1503,4.5
,17,7883,4
,17,9971,4
,17,5679,4.5
,17,11015,4
,17,2315,3.5
,17,12755,4.5
,17,9623,5
,17,575,3.5
,17,3707,4.5
,17,12407,5
,17,5099,5
,17,10667,3.5
,17,6143,5
,17,1851,4.5
,17,12755,4.5
,17,2315,4.5
,17,12755,4.5
,17,9623,4
,17,5331,5
,17,12059,4
,17,2779,4
,17,4055,4
,17,12059,4
,17,2779,4.5
,17,575,4
,17,8347,3
,17,1271,3.5
,17,6027,4
,17,5099,3
,17,12059,5
,17,6491,4
,17,2315,4
,17,7883,3.5
,17,807,4.5
,17,1851,4
,17,10319,4.5
,17,4055,4.5
,17,2663,5
,17,1503,3.5
,17,343,4
,17,1851,4
,17,8347,4.5
,17,6839,4.5
,17,1503,4.5
,17,12407,4
,17,2663,3.5
,17,11015,4
,17,11363,4.5
,17,#REF!,3.5
,17,10667,4.5
,17,9971,4
,17,11363,4
,17,11711,4.5
,17,11363,5
,17,1851,4
,17,12407,5
,17,10667,4
,17,4055,4.5
,17,6839,5
,17,8231,3.5
,17,12755,5
,17,3707,4.5
,17,7187,4
,17,6143,4
,17,4055,4.5
,17,10319,4
,17,2779,4.5
,17,11363,4
,17,5563,4.5
,17,5795,3.5
,17,2663,3.5
,17,12755,4
,17,2663,4.5
,17,6491,3.5
,17,12407,4
,17,1039,4.5
,17,3707,4
,17,6491,3.5
,17,1271,4
,18,5563,3.5
,18,5331,3
,18,9623,4
,18,1271,4.5
,18,9971,4
,18,4403,2.5
,18,8347,4
,18,12059,4.5
,18,5795,5
,18,2779,3.5
,18,807,2.5
,18,5679,4.5
,18,12407,4
,18,3127,3.5
,18,10667,4
,18,1271,4
,18,3707,4
,18,12059,3
,18,1851,4
,18,9971,2.5
,18,4751,4.5
,18,1851,4
,18,1039,4
,18,575,4.5
,18,5331,4
,18,2779,5
,18,5331,4
,18,6839,4
,18,807,2.5
,18,12059,4.5
,18,6027,3
,18,1851,2.5
,18,#REF!,3
,18,3127,2.5
,18,6143,2.5
,18,11711,2.5
,18,10319,4
,18,12407,2
,18,11363,3
,18,7535,3.5
,18,6143,2.5
,18,5331,3.5
,18,10667,3.5
,18,5563,2
,18,5563,4
,18,807,4.5
,18,6027,4
,18,8231,4
,18,6027,3.5
,18,2663,3.5
,18,11711,4.5
,18,2779,4
,18,1039,4.5
,18,3707,3
,18,3707,4.5
,18,10667,3.5
,18,12059,3
,18,10667,3
,18,5331,3
,18,575,4
,18,7187,4.5
,18,5099,4
,18,1271,2
,18,9623,3.5
,18,7187,4
,18,11015,4.5
,18,9623,4
,18,7883,4
,18,6491,4
,18,7535,5
,18,6839,4
,18,5563,3.5
,18,9971,4
,18,3707,3.5
,18,12755,4.5
,18,2663,4
,18,1851,4
,18,8231,4
,18,4751,4.5
,18,10667,4.5
,18,7535,4.5
,18,9623,4
,18,6143,4
,18,343,5
,18,807,5
,18,4751,4.5
,18,10319,4.5
,18,5331,3.5
,18,11015,5
,18,7535,4.5
,18,1271,4.5
,18,6143,4.5
,18,807,4
,18,10319,4.5
,18,12059,5
,18,6143,4.5
,18,#REF!,4.5
,18,7187,4.5
,18,3127,4.5
,18,1039,4
,18,8347,4
,18,5331,4
,18,6839,4.5
,18,3707,4
,18,4751,4
,18,1851,4
,18,807,3.5
,18,2663,4
,18,343,4
,18,2315,4.5
,18,10667,3.5
,18,9971,4
,18,9623,4.5
,18,9275,3.5
,18,6027,3
,18,9623,4
,18,12755,2.5
,18,12407,3.5
,18,6027,3.5
,18,575,3.5
,18,5563,3
,18,11363,4
,18,4055,3.5
,18,7187,3.5
,18,7535,3.5
,18,7187,3
,18,3127,4
,18,12755,4
,18,9971,4
,18,5679,4.5
,18,6143,3.5
,18,12059,3.5
,18,5563,4
,18,6027,3
,18,7535,3.5
,18,9623,2.5
,18,8347,4
,18,2315,4
,18,1271,4
,18,1503,3.5
,18,10667,3.5
,18,12407,3.5
,18,8231,3
,18,11015,4
,18,7535,4
,18,1503,3.5
,18,4055,4
,18,12407,3
,18,1503,3.5
,18,8347,4
,18,6143,3.5
,18,11015,4
,18,11363,4.5
,18,#REF!,4
,18,3127,4
,18,8231,3.5
,18,3127,3
,18,6491,3
,18,3707,4
,18,11015,3
,18,2779,3
,18,6027,3
,18,7883,3.5
,18,2315,4.5
,18,12407,4.5
,18,3707,2.5
,18,4055,3
,18,5331,3.5
,18,6839,4.5
,18,7883,3.5
,18,4751,4.5
,18,807,3
,18,12059,4.5
,18,9971,4
,18,1271,4.5
,18,9275,4
,18,2779,4
,18,1271,3
,18,5795,3
,18,1039,4.5
,18,4403,4
,18,575,4.5
,18,11363,4.5
,18,6027,3.5
,18,4751,3.5
,18,1039,2
,18,4403,4
,18,11711,4
,18,343,4.5
,18,6143,2.5
,18,11711,4
,18,12407,4.5
,18,9971,4.5
,18,6839,4
,18,4055,4
,18,807,4
,18,9971,4
,18,3707,4
,18,3127,3
,18,575,3
,18,4403,3
,18,5679,4
,18,3707,3.5
,18,5795,4
,18,5099,4
,18,12059,4.5
,18,5099,4.5
,18,4403,4.5
,18,10319,4.5
,18,12755,4
,18,6027,3.5
,18,8231,4
,18,7535,4
,18,7883,4
,18,2779,2.5
,18,9971,4
,18,1271,3
,18,8231,3.5
,18,2779,4
,18,7187,3.5
,18,10319,4
,18,11363,3.5
,18,343,3.5
,18,4403,2.5
,18,5331,3.5
,18,5795,4
,18,1039,4
,18,7187,4.5
,18,5679,3
,18,1039,4.5
,18,9971,4
,18,11015,3.5
,18,807,3.5
,18,11015,4
,18,2315,3
,18,#REF!,4.5
,18,9971,3
,18,6491,4.5
,18,10319,2
,18,11711,3
,18,6491,4
,18,12059,4.5
,18,2315,3.5
,18,12059,4
,18,12059,3.5
,18,7883,0.5
,18,807,3
,18,1271,3.5
,18,#REF!,4.5
,18,12059,4.5
,18,#REF!,4.5
,18,3127,3
,18,1039,3
,18,8347,2.5
,18,6027,3
,18,7883,4
,18,9971,3.5
,18,8231,3.5
,18,6027,3.5
,18,1851,4.5
,18,4055,4
,18,7535,3.5
,18,4403,3
,18,#REF!,3.5
,18,6491,2.5
,18,807,3.5
,18,11711,4
,18,1039,3.5
,18,2315,4
,18,4055,3.5
,18,10667,4
,18,5099,3.5
,18,12407,4
,18,7883,3.5
,18,2779,3
,18,11363,3.5
,18,3707,3.5
,18,1503,2.5
,18,343,4.5
,18,12755,3.5
,18,8347,3.5
,18,343,4.5
,18,12755,4
,18,2315,4
,18,7187,2
,18,12755,3.5
,18,#REF!,3.5
,18,10667,3
,18,1271,3.5
,18,1271,4.5
,18,5099,3.5
,18,5795,3.5
,18,10319,3
,18,1039,4
